,ACCOUNTSPAYABLEANDACCRUEDLIABILITIESCURRENT,ACCOUNTSPAYABLECURRENT,ACCOUNTSPAYABLEOTHERCURRENT,ACCOUNTSPAYABLERELATEDPARTIESCURRENT,ACCOUNTSPAYABLETRADECURRENT,ACCRUEDLIABILITIESCURRENT,BANKOVERDRAFTS,BRIDGELOAN,CAPITALLEASEOBLIGATIONSCURRENT,CAPITALLEASEOBLIGATIONSNONCURRENT,CIK,COMMERCIALPAPER,COMMERCIALPAPERNONCURRENT,CONSTRUCTIONLOAN,CONSTRUCTIONLOANNONCURRENT,CONVERTIBLEDEBTCURRENT,CONVERTIBLEDEBTNONCURRENT,CONVERTIBLELONGTERMNOTESPAYABLE,CONVERTIBLENOTESPAYABLECURRENT,CONVERTIBLESUBORDINATEDDEBTCURRENT,CONVERTIBLESUBORDINATEDDEBTNONCURRENT,DATE,DEBTCURRENT,EXTRACTCODE,FINALLONGTERM,FINALSHORTTERM,JUNIORSUBORDINATEDLONGTERMNOTES,JUNIORSUBORDINATEDNOTESCURRENT,LIABILITIESCURRENT,LIABILITIESNONCURRENT,LIABILITIESOTHERTHANLONGTERMDEBTNONCURRENT,LINESOFCREDITCURRENT,LOANSPAYABLECURRENT,LOANSPAYABLETOBANKCURRENT,LONGTERMCOMMERCIALPAPERCURRENT,LONGTERMCONSTRUCTIONLOANCURRENT,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONS,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONSCURRENT,LONGTERMDEBTCURRENT,LONGTERMDEBTNONCURRENT,LONGTERMLINEOFCREDIT,LONGTERMLOANSFROMBANK,LONGTERMLOANSPAYABLE,LONGTERMNOTESANDLOANS,LONGTERMNOTESPAYABLE,LONGTERMPOLLUTIONCONTROLBOND,LONGTERMPOLLUTIONCONTROLBONDCURRENT,LONGTERMTRANSITIONBOND,LONGTERMTRANSITIONBONDCURRENT,MEDIUMTERMNOTESCURRENT,NAME,NOTESANDLOANSPAYABLECURRENT,NOTESPAYABLECURRENT,NOTESPAYABLETOBANKCURRENT,NOTESPAYABLETOBANKNONCURRENT,OTHERACCRUEDLIABILITIESCURRENT,OTHERLIABILITIESCURRENT,OTHERLOANSPAYABLECURRENT,OTHERLOANSPAYABLELONGTERM,OTHERLONGTERMDEBTCURRENT,OTHERLONGTERMDEBTNONCURRENT,OTHERLONGTERMNOTESPAYABLE,OTHERNOTESPAYABLECURRENT,OTHERSHORTTERMBORROWINGS,SECUREDDEBTCURRENT,SECUREDLONGTERMDEBT,SECURITIESSOLDUNDERAGREEMENTSTOREPURCHASE,SENIORLONGTERMNOTES,SENIORNOTESCURRENT,SHORTTERMBANKLOANSANDNOTESPAYABLE,SHORTTERMBORROWINGS,SHORTTERMNONBANKLOANSANDNOTESPAYABLE,SUBORDINATEDDEBTCURRENT,SUBORDINATEDLONGTERMDEBT,UNSECUREDDEBTCURRENT,UNSECUREDLONGTERMDEBT,WAREHOUSEAGREEMENTBORROWINGS
1,7825.0,7825.0,,,,,,,,,1627041,,,,,,,,,,,2017-01-12,,XBRL,,7825.0,,,26731.0,,,,,,,,,,,,,,,,,,,,,,"eBizware, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2,3136000.0,1770000.0,,,,1366000.0,,,,,1040470,,,,,,,,,,,2017-01-13,,XBRL,,3136000.0,,,4191000.0,,,,,,,,,,,,,,,,,,,,,,AEHR TEST SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,
3,95540.0,56635.0,,,,38905.0,,,,,1450390,,,,,,,,,,,2017-01-13,,XBRL,,95540.0,,,95540.0,,,,,,,,,,,,,,,,,,,,,,BAKKEN RESOURCES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
4,174594.0,0.0,,,,174594.0,,,,,1450390,,,,,,,,,,,2017-01-13,,XBRL,,174594.0,,,1124692.0,,,,,,,,,,,,,,,,,,,,,,BAKKEN RESOURCES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
5,204033.0,44308.0,,,,159725.0,,,,,1450390,,,,,,,,,,,2017-01-13,,XBRL,,204033.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,BAKKEN RESOURCES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
6,725.0,725.0,,,,,,,,,1613895,,,,,,,,,,,2017-01-13,,HTML,,725.0,,,356306.0,,,,,,,,,,,,,,,,,,,,,,"Bemax, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
7,2229.0,76800.0,,161074.0,,,,,,,1528697,,,,,,,,,,,2017-01-13,,XBRL,,2229.0,,,226676.0,,,,,,,,,,,,,,,,,,,,,,Bookedbyus Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
8,145752.0,,,,,,,,,,1610462,,,,,242.0,,1306007.0,1657500.0,,,2017-01-13,1657742.0,XBRL,1306007.0,1657742.0,,,4163524.0,,,,,,,,,1657742.0,1657742.0,1306007.0,,,,1306007.0,1306007.0,,,,,,"Cabinet Grow, Inc.",1657500.0,1657500.0,,,,,,,0.0,,,,,,,,,,,,,,,,,
9,326678.0,,,,,,,,,,1610462,,,,,,,1306007.0,1657500.0,,,2017-01-13,1657500.0,XBRL,1306007.0,1657500.0,,,4388671.0,,,,,,,,,1657500.0,1657500.0,1306007.0,,,,1306007.0,1306007.0,,,,,,"Cabinet Grow, Inc.",1657500.0,1657500.0,,,,,,,,,,,,,,,,,,,,,,,,
0,388050.0,341962.0,,,,46088.0,,,,,1597929,,,,,,,,0.0,,,2017-01-13,0.0,XBRL,,0.0,,,388050.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,"SocialPlay USA, Inc.",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,18575000.0,,,,,,,,,,1499717,,,,,,,,,,,2017-01-13,3716000.0,XBRL,3947000.0,3716000.0,,,40226000.0,,,,,,,,,3716000.0,3716000.0,3947000.0,,,,,,,,,,,"Staffing 360 Solutions, Inc.",,,,,,1270000.0,,,,,,,,,,,,,,,,,,,,
2,0.0,0.0,,,,,,,,,1639234,,,,,,,,,,,2017-01-13,,XBRL,,0.0,,,44553.0,,,,,,,,,,,,,,,,,,,,,,T-BAMM,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25769.0,,,17669.0,,,,,,,1656053,,,,,,,,,,,2017-01-13,,XBRL,,25769.0,,,50859.0,,,,,,,,,,,,,,,,,,,,,,TRAQER CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8250.0,8250.0,,,,,,,,,1584480,,,,,,,,,,,2017-01-13,,XBRL,,8250.0,,,10257.0,,,,,,,,,,,,,,,,,,,,,,UpperSolution.com,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1179000.0,676000.0,,,,503000.0,,,,,758743,,,,,,,,,,,2017-01-13,54000.0,XBRL,91000.0,54000.0,,,3835000.0,,,,,,,,,54000.0,54000.0,91000.0,,,,635000.0,635000.0,,,,,,VIDEO DISPLAY CORP,171000.0,171000.0,,,,,,,,,,,,,,,,,,,,,,,,
6,97991.0,,,,,,,,,,1537258,,,,,,,,,,,2017-01-17,1934.0,XBRL,,1934.0,,,184905.0,,,1934.0,,,,,,1934.0,1934.0,,,,,,,,,,,,AIRBORNE WIRELESS NETWORK,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,1653629,,,,,,,,,,,2017-01-17,,HTML,750.0,,,,,750.0,,,,,,,,,,,,,,,,,,,,,Asset Solutions Inc,,,,,,,,,,,,,,,,,,,,,,,,,,
8,67746000.0,47044000.0,,,,20702000.0,,,,,1045543,,,,,,,,,,,2017-01-17,28825000.0,XBRL,271625000.0,28825000.0,,,116557000.0,,,,,,,,,28825000.0,28825000.0,271625000.0,,,,,,,,,,,BELL OIL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
9,371055.0,367158.0,,,,,,,,,73290,,,,,,,,,,,2017-01-17,,XBRL,,371055.0,,,566516.0,,,,,,,,,,,,,,,,,,,,,,BIOMERICA INC,,,,,,,,,,,,,,,,,,,,,,,,,,
0,105005.0,64393.0,,,,40612.0,,,,,724445,,,,,,,,,,,2017-01-17,,XBRL,,105005.0,,,105005.0,,,,,,,,,,,,,,,,,,,,,,BURZYNSKI RESEARCH INSTITUTE INC,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100.0,100.0,,,,,,,,,1519955,,,,,,,,,,,2017-01-17,,XBRL,,100.0,,,269551.0,,,,,,,,,,,,,,,,,,,,,,"CEFC GLOBAL STRATEGIC HOLDINGS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,
2,30809.0,30809.0,,,,,,,,,1516079,,,,,,,,,,,2017-01-17,,XBRL,,30809.0,,,30809.0,,,,,,,,,,,,,,,,,,,,,,CLOUD SECURITY CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,
3,568236.0,,,,,,,,,,1522222,,,,,,,50000.0,92881.0,,,2017-01-17,92881.0,XBRL,50000.0,92881.0,,,2200139.0,,,,,,,,,92881.0,92881.0,50000.0,,,,50000.0,50000.0,,,,,,"CLS Holdings USA, Inc.",92881.0,92881.0,,,,,,,,,,,,,,,,,,,,,,,,
4,67746000.0,47044000.0,,,,20702000.0,,,,,1171162,,,,,,,,,,,2017-01-17,28825000.0,XBRL,271625000.0,28825000.0,,,116557000.0,,,,,,,,,28825000.0,28825000.0,271625000.0,,,,,,,,,,,COUNTRY FAIR INC,,,,,,,,,,,,,,,,,,,,,,,,,,
5,226225.0,,,246535.0,,,,,,,1343009,,,,,,,,,,,2017-01-17,,XBRL,,226225.0,,,513442.0,,,,,,,,,,,,,,,,,,,,,,Cannabics Pharmaceuticals Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
6,405248.0,396836.0,,,,8412.0,,,,,1493712,,,,,,,,,,,2017-01-17,,XBRL,,405248.0,,,880320.0,,,,,,,,,,,,,,,,,,,,,,Cell MedX Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,
7,124405.0,,,,,124405.0,,,,,1518487,,,,,,,,,,,2017-01-17,,XBRL,,124405.0,,,12683277.0,,,,,,,,,,,,,,,,,,,,,,China Xuefeng Environmental Engineering Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
8,298234.0,108157.0,,,,190077.0,,,5240.0,6472.0,1099369,,,,,,,,,,,2017-01-17,5240.0,XBRL,,5240.0,,,355999.0,,,,,,,,,5240.0,,,,,,,,,,,,,DESTINY MEDIA TECHNOLOGIES INC,,,,,,28962.0,,,,,,,,,,,,,,,,,,,,
9,222903.0,114925.0,,107978.0,,,,,,,1065598,,,,,,,,,,,2017-01-17,,HTML,897930.0,222903.0,,,897930.0,897930.0,,,,,,,,,,,,,,,,,,,,,"DigitalTown, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
0,137261.0,137261.0,,,,,,550010.0,,,1071840,,,,,,1341781.0,,,,,2017-01-10,568992.0,XBRL,1341781.0,550010.0,,,795529.0,,,,,,,,,18982.0,18982.0,1341781.0,,,,,,,,,,,"SolarWindow Technologies, Inc.",0.0,0.0,,,,,,,,,,,,,,,,,,550010.0,,,,,,
1,2379379.0,544869.0,,,,,,,,,98338,,,,,,,,,,,2017-01-10,,XBRL,,2379379.0,,,4123185.0,,,,,,,,,,,,,,,,,,,,,,TSR INC,,,,,,,,,,,,,,,,,,,,,,,,,,
2,79154.0,,,,,,,,,,943535,,,,,,,21474.0,21474.0,,,2017-01-10,21474.0,XBRL,21474.0,21474.0,,,814914.0,,,,,,,,,21474.0,21474.0,21474.0,,,,21474.0,21474.0,,,,,,"WORLD HEALTH ENERGY HOLDINGS, INC.",21474.0,21474.0,,,,,,,,,,,,,,,,,,,,,,,,
3,416212.0,40406.0,,,,375806.0,,,,,1449447,,,,,,,,,,,2017-01-11,759101.0,XBRL,,759101.0,,,1183313.0,,,,,,,,,759101.0,759101.0,,,,,,,,,,,,"ENTEST BIOMEDICAL, INC.",759101.0,759101.0,,,,,,,,,,,,,,,,,,,,,,,,
4,72880.0,,,451000.0,,,,,,,1297223,,,,,,,,,,,2017-01-11,,XBRL,,72880.0,,,2148880.0,,,,,,,,,,,,,,,,,,,,,,HANDENI GOLD INC.,,,,,,,,,,,,,,,,,,,,,,,,,,
5,37976.0,23626.0,,12350.0,,2000.0,,,,,1479014,,,,,,,,,,,2017-01-11,57625.0,XBRL,,57625.0,,,86351.0,,,,57625.0,,,,,57625.0,57625.0,,,,,,,,,,,,Healthway Shopping Network,57625.0,,,,,62725.0,,,,,,,,,,,,,,,,,,,,
6,42326.0,27976.0,,12350.0,,2000.0,,,,,1479014,,,,,,,,,,,2017-01-11,57625.0,XBRL,,57625.0,,,90701.0,,,,57625.0,,,,,57625.0,57625.0,,,,,,,,,,,,Healthway Shopping Network,57625.0,,,,,62725.0,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,1604627,,,,,,,,,,,2017-01-11,20637.0,XBRL,,20637.0,,,1004719.0,,,,,,,,,20637.0,20637.0,,,,,,,,,,,,"Kush Bottles, Inc.",20637.0,20637.0,,,,,,,,,,20637.0,,,,,,,,,,,,,,
8,264000000.0,161900000.0,,,,,,,,,66382,,,,,,,,,,,2017-01-11,,XBRL,219600000.0,264000000.0,,,382900000.0,,,,,,,,,,,219600000.0,,,,,,,,,,,MILLER HERMAN INC,,,,,102100000.0,,,,,,,,,,,,,,,,,,,,,
9,211552000.0,110601000.0,,,,100951000.0,,,,,1003078,,,,,,,,,,,2017-01-11,267050000.0,XBRL,339772000.0,267050000.0,,,478602000.0,46627000.0,,217000000.0,,,,,339772000.0,267050000.0,217000000.0,,,,,,,,,,,,MSC INDUSTRIAL DIRECT CO INC,,,,,,,,,,,,,,,,,,,,,,,,,,
0,80358.0,,,,,,,,,,1610462,,,,,,,1306007.0,1657500.0,,,2017-01-13,1657500.0,XBRL,1306007.0,1657500.0,,,2016807.0,,,,,,,,,1657500.0,1657500.0,1306007.0,,,,1306007.0,1306007.0,,,,,,"Cabinet Grow, Inc.",1657500.0,1657500.0,,,,,,,,,,,,,,,,,,,,,,,,
1,5902621.0,5902621.0,,,,,,,,,1175680,,,,,,,,0.0,,,2017-01-13,0.0,XBRL,3955734.0,0.0,,,6341246.0,3955734.0,,,,,,,,0.0,0.0,,,,,,,,,,,,CytoDyn Inc.,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,3177521.0,2006045.0,,1171476.0,,,,,,,1164256,,,,,,,,,565000.0,,2017-01-13,10424585.0,XBRL,,10424585.0,,,13287755.0,,,824141.0,8720444.0,,,,,10424585.0,10424585.0,,,,,,,,,,,,"DAYBREAK OIL & GAS, INC.",9035444.0,315000.0,,,,,8720444.0,,,,,8379395.0,,,,,,,,,,,,,,
3,236242.0,236242.0,,,,,,,,,1346022,,,,,,,,,,,2017-01-13,,XBRL,,236242.0,,,376499.0,,,,,,,,,,,,,,,,,,,,,,Enertopia Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9025.0,9025.0,,,,,,,,,1585738,,,,,,,,,,,2017-01-13,,XBRL,,9025.0,,,9025.0,,,,,,,,,,,,,,,,,,,,,,"Eye On Media Network, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
5,28784.0,11097.0,,,,17687.0,,,,,1511820,,,,,57704.0,,1782.0,52272.0,,,2017-01-13,87704.0,XBRL,1782.0,87704.0,,,111056.0,,,,,,,,,87704.0,87704.0,1782.0,,,,1782.0,1782.0,,,,,,Globe Net Wireless Corp.,30000.0,30000.0,,,,,,,,,,,,,,,,,,,,,,,,
6,401.0,401.0,,,,,,,,,1687065,,,,,,,,,,,2017-01-13,,XBRL,,401.0,,,2076.0,,,,,,,,,,,,,,,,,,,,,,Kokos Group Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
7,90010.0,,,,,,,,,,1348362,,,,,,45000.0,,,,,2017-01-13,,XBRL,45000.0,90010.0,,,433881.0,,,,,,,,,,,45000.0,,,,,,,,,,,Lexaria Bioscience Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,
8,166270.0,166270.0,,,,,,,,,1504678,,,,,,,,,,,2017-01-13,,XBRL,,166270.0,,,871354.0,,,,,,,,,,,,,,,,,,,,,,"Loop Industries, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
9,648000.0,428000.0,106000.0,68000.0,,46000.0,,,,,895464,,,,,,,,,,,2017-01-13,,XBRL,,648000.0,,,648000.0,,,,,,,,,,,,,,,,,,,,,,MAGNA LAB INC,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15020.0,,,,,,,,,,1445831,,,,,,,,,,,2017-01-06,,HTML,,15020.0,,,15020.0,,,,,,,,,,,,,,,,,,,,,,"Classic Rules Judo Championships, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
1,15335.0,,,,,,,,,,1445831,,,,,,,,,,,2017-01-06,,HTML,,15335.0,,,15335.0,,,,,,,,,,,,,,,,,,,,,,"Classic Rules Judo Championships, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2,18785.0,,,,,,,,,,1445831,,,,,,,,,,,2017-01-06,,HTML,,18785.0,,,18785.0,,,,,,,,,,,,,,,,,,,,,,"Classic Rules Judo Championships, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
3,12697000.0,10142000.0,,,,,,,,,33002,,,,,,,,,,,2017-01-06,,XBRL,30000000.0,12697000.0,,,24784000.0,,,,,,,,,,,30000000.0,,,,,,,,,,,"ENNIS, INC.",,,,,2555000.0,,,,,,,,,,,,,,,,,,,,,
4,67930.0,16382.0,2854.0,,,13600.0,,,,,1584693,,,,,,,,,,,2017-01-06,,XBRL,,67930.0,,,132759.0,,,,,,,,,,,,,,,,,,,,,,"GRASSHOPPER STAFFING, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,
5,345776.0,,,,,,,,,,923120,,,,,,,,,,,2017-01-06,,HTML,,345776.0,,,345776.0,,,,,,,,,,,,,,,,,,,,,,GREENBRIER COMPANIES INC,,,,,69471.0,,,,,,,,,,,,,,,,,,,,,
6,1861.0,,,,,1861.0,,,,,1490490,,,,,,,,,,,2017-01-06,,XBRL,,1861.0,,,1861.0,,,,,,,,,,,,,,,,,,,,,,Huntwicke Capital Group Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
7,48189.0,,,,,,,,,,1564273,,,,,,,,,,,2017-01-06,,XBRL,,48189.0,,,102456.0,,,,,,,,,,,,,,,,,,,,,,IMMAGE BIOTHERAPEUTICS CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1073000000.0,1073000000.0,,,,,,,,,1110783,0.0,,,,,,,,,,2017-01-06,570000000.0,XBRL,8047000000.0,0.0,,,7500000000.0,,,,,,,,,,,8047000000.0,,,,,,,,,,,MONSANTO CO /NEW/,,,,,,911000000.0,,,,,,,,,,,,,,0.0,,,,,,
9,3582000.0,3582000.0,,,,,,,307000.0,11410000.0,1399855,,,,,,,,,,,2017-01-06,307000.0,XBRL,,307000.0,,,12327000.0,,,,,,,,,307000.0,,,,,,,,,,,,,"National American University Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
0,5.0,,,,,,,,,,835662,,,,,,,,,,,2017-01-13,,XBRL,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,MERCARI COMMUNICATIONS GROUP LTD,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,70502,,,,,,,,,,,2017-01-13,3663960000.0,XBRL,742208000.0,3663960000.0,,,3663960000.0,,,,,,,,,,,742208000.0,,,,,,,,,,,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,,,,,,,,,,,,,,,,,,,,3663960000.0,,,742208000.0,,,
2,472889.0,,,0.0,,,,,,,1552979,,,,,,,140000.0,,,,2017-01-13,225000.0,XBRL,140000.0,225000.0,,,1522889.0,140000.0,,,,,,,,225000.0,225000.0,140000.0,,,,140000.0,140000.0,,,,,,"Nhale, Inc.",225000.0,225000.0,,,,,,,,,,,,,,,,,,,,,,,,
3,1420055.0,,,,825288.0,594767.0,,,,,73605,,,,,,,,,,,2017-01-13,615178.0,XBRL,1955328.0,297188.0,,,2328918.0,1955328.0,,,,,,,,317990.0,317990.0,1955328.0,,,,,,,,,,,OAKRIDGE HOLDINGS INC,,,,,,,,,,,,,297188.0,,,,,,,297188.0,,,,,,
4,,,,,,,,,,,1080448,,,,,,,,,,,2017-01-13,,FAILED,,,,,,,,,,,,,,,,,,,,,,,,,,,PATRIOT GOLD CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
5,868701.0,334102.0,,16396.0,,518203.0,,,,,1451654,,,,,200000.0,,,,,,2017-01-13,200000.0,XBRL,,200000.0,,,1068701.0,,,,,,,,,200000.0,200000.0,,,,,,,,,,,,"PETROSONIC ENERGY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,
6,223454.0,,,968847.0,,,,,,,1350156,,,,,,,,,,,2017-01-13,406177.0,XBRL,,406177.0,,,1670430.0,,,,,,,,,406177.0,406177.0,,,,,,,,,,,,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.,406177.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,2058082.0,1734944.0,,,,,,,,,1616262,,,,,,,,,,,2017-01-13,1290099.0,XBRL,2859240.0,1290099.0,,,8108243.0,,,,,,,,,1290099.0,1290099.0,2859240.0,,,,,,,,,,,"Rocky Mountain Chocolate Factory, Inc.",,,,,323138.0,,,,,,,,,,,,,,,,,,,,,
8,99.0,99.0,,,,,,,,,1647822,,,,,,,,,,,2017-01-13,,XBRL,,99.0,,,15401.0,,,,,,,,,,,,,,,,,,,,,,SavMobi Technology Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
