,DATE,CIK,ELEMENTYPE,TEXT
8,1994-07-18,320431,BAD_URL,
9,1994-07-18,791269,TEXT,
0,1994-07-22,797465,TEXT,
1,1994-07-21,98222,TEXT,
2,1994-07-25,4515,TEXT,
3,1994-07-25,798354,BAD_URL,
4,1994-07-25,57528,TEXT,
5,1994-07-25,863517,TEXT,
6,1994-07-25,75608,TEXT,
7,1994-07-25,77476,BAD_URL,
8,1994-07-22,86144,TEXT,
9,1994-07-25,850429,TEXT,
0,1994-07-11,4911,TEXT,
1,1994-07-11,764478,TEXT,
2,1994-07-11,20740,TEXT,
3,1994-07-08,826329,TEXT,
4,1994-07-11,88296,TEXT,
5,1994-07-11,778977,TEXT,
6,1994-07-12,31348,TEXT,
7,1994-07-12,34136,TEXT,
8,1994-07-12,744106,TEXT,
9,1994-07-12,46601,TEXT,
0,1994-07-18,20164,TEXT,
1,1994-07-18,26093,TEXT,
2,1994-07-14,835015,TEXT,
3,1994-07-14,765878,TEXT,
4,1994-07-14,718482,TEXT,
5,1994-07-13,40888,TEXT,
6,1994-07-01,41289,TEXT,
7,1994-07-15,68330,FAILED,
8,1994-07-13,76267,TEXT,
9,1994-07-15,76321,TEXT,
0,1994-07-12,47518,TEXT,
1,1994-07-12,200406,TEXT,
2,1994-07-12,16099,TEXT,
3,1994-07-07,74154,TEXT,
4,1994-07-12,813945,TEXT,
5,1994-07-12,771950,TEXT,
6,1994-07-12,107687,TEXT,
7,1994-07-12,108703,TEXT,
8,1994-07-11,4911,TEXT,
9,1994-07-13,27425,TEXT,
0,1994-07-12,108703,TEXT,
1,1994-07-14,5133,TEXT,
2,1994-07-14,706236,BAD_URL,
3,1994-07-14,790730,TEXT,
4,1994-07-08,6845,TEXT,
5,1994-07-13,12707,TEXT,
6,1994-07-11,20740,TEXT,
7,1994-07-14,22764,TEXT,
8,1994-07-14,745142,TEXT,
9,1994-07-14,835015,TEXT,
0,1994-07-13,748015,TEXT,
1,1994-07-11,88296,TEXT,
2,1994-07-14,94887,TEXT,
3,1994-07-13,768608,TEXT,
4,1994-07-08,717954,TEXT,
5,1994-07-08,355999,TEXT,
6,1994-07-14,104207,TEXT,
7,1994-07-14,793074,TEXT,
8,1994-07-15,804742,BAD_URL,
9,1994-07-15,861439,TEXT,
0,1994-07-15,861439,TEXT,
1,1994-07-15,725349,TEXT,
2,1994-07-15,811119,TEXT,
3,1994-07-15,6955,TEXT,
4,1994-07-15,807707,BAD_URL,
5,1994-07-15,12180,TEXT,
6,1994-07-15,815097,BAD_URL,
7,1994-07-15,104599,TEXT,
8,1994-07-15,25191,TEXT,
9,1994-07-15,29917,TEXT,
0,1994-07-08,914162,TEXT,
1,1994-07-08,356013,TEXT,
2,1994-07-08,914183,TEXT,
3,1994-07-08,19704,TEXT,
4,1994-07-08,34125,BAD_URL,
5,1994-07-08,914163,TEXT,
6,1994-07-08,826302,TEXT,
7,1994-07-08,318378,TEXT,
8,1994-07-08,200406,TEXT,
9,1994-07-08,200406,TEXT,
0,1994-07-29,201461,TEXT,
1,1994-07-29,356028,TEXT,
2,1994-07-29,897732,TEXT,
3,1994-07-29,810765,TEXT,
4,1994-07-29,111001,BAD_URL,
5,1994-07-29,34891,TEXT,
6,1994-07-25,798354,BAD_URL,
7,1994-07-29,37912,TEXT,
8,1994-07-29,857775,TEXT,
9,1994-07-29,37996,TEXT,
0,1994-07-29,79732,TEXT,
1,1994-07-26,80255,BAD_URL,
2,1994-07-29,80293,TEXT,
3,1994-07-28,814331,TEXT,
4,1994-07-29,356981,TEXT,
5,1994-07-29,95521,TEXT,
6,1994-07-29,317771,BAD_URL,
7,1994-07-28,217416,TEXT,
8,1994-07-28,813461,TEXT,
9,1994-07-29,106618,BAD_URL,
0,1994-07-06,60751,TEXT,
1,1994-07-05,49146,BAD_URL,
2,1994-06-13,352049,TEXT,
3,1994-07-07,91817,TEXT,
4,1994-07-05,832922,TEXT,
5,1994-07-07,743872,TEXT,
6,1994-07-07,75488,TEXT,
7,1994-07-07,797923,TEXT,
8,1994-06-13,9466,TEXT,
9,1994-07-08,68270,TEXT,
0,1994-07-15,823883,TEXT,
1,1994-07-14,58696,TEXT,
2,1994-07-20,791348,BAD_URL,
3,1994-07-14,63754,TEXT,
4,1994-06-14,84278,TEXT,
5,1994-07-21,98222,TEXT,
6,1994-07-22,814577,TEXT,
7,1994-07-22,67686,TEXT,
8,1994-07-22,89439,TEXT,
9,1994-07-22,86144,TEXT,
0,1994-07-26,80255,BAD_URL,
1,1994-07-26,82329,TEXT,
2,1994-07-26,96935,TEXT,
3,1994-07-26,101788,TEXT,
4,1994-07-26,715633,TEXT,
5,1994-07-26,733269,TEXT,
6,1994-07-22,814577,TEXT,
7,1994-07-25,4515,TEXT,
8,1994-07-26,715428,BAD_URL,
9,1994-07-15,815097,BAD_URL,
0,1994-07-27,701708,TEXT,
1,1994-07-27,84244,TEXT,
2,1994-07-27,310158,TEXT,
3,1994-07-22,797465,TEXT,
4,1994-07-25,850429,TEXT,
5,1994-07-26,752200,TEXT,
6,1994-07-28,3753,TEXT,
7,1994-07-27,831964,TEXT,
8,1994-07-28,277948,FAILED,
9,1994-07-28,88128,FAILED,
0,1994-07-29,47111,TEXT,
1,1994-07-27,842635,TEXT,
2,1994-07-29,63276,TEXT,
3,1994-07-29,69970,TEXT,
4,1994-07-25,863517,TEXT,
5,1994-03-04,73093,TEXT,
6,1994-06-14,73093,TEXT,
7,1994-07-29,74928,TEXT,
8,1994-07-28,77360,TEXT,
9,1994-07-25,77476,BAD_URL,
0,1994-07-08,914175,TEXT,
1,1994-07-08,276477,TEXT,
2,1994-07-08,806029,TEXT,
3,1994-07-08,719451,TEXT,
4,1994-07-08,914174,TEXT,
5,1994-07-08,914164,TEXT,
6,1994-07-08,717819,TEXT,
7,1994-07-08,35590,TEXT,
8,1994-07-08,914179,TEXT,
9,1994-07-08,914165,TEXT,
0,1994-07-18,20164,TEXT,
1,1994-07-18,26093,TEXT,
2,1994-07-15,29917,TEXT,
3,1994-07-14,39368,BAD_URL,
4,1994-07-19,68505,TEXT,
5,1994-07-19,718449,TEXT,
6,1994-07-15,97476,TEXT,
7,1994-07-20,840467,TEXT,
8,1994-07-20,805022,TEXT,
9,1994-07-15,25191,TEXT,
0,1994-07-26,752200,TEXT,
1,1994-07-26,715428,BAD_URL,
2,1994-07-20,840467,TEXT,
3,1994-07-20,805022,TEXT,
4,1994-07-26,716823,TEXT,
5,1994-07-26,24545,TEXT,
6,1994-07-26,24741,TEXT,
7,1994-07-18,26093,TEXT,
8,1994-07-22,67686,TEXT,
9,1994-07-26,80134,TEXT,
0,1994-07-28,27409,FAILED,
1,1994-07-28,28823,BAD_URL,
2,1994-07-28,765880,TEXT,
3,1994-07-28,766704,TEXT,
4,1994-07-28,48287,TEXT,
5,1994-07-20,851797,TEXT,
6,1994-07-28,77360,TEXT,
7,1994-07-26,80134,TEXT,
8,1994-07-26,82329,TEXT,
9,1994-07-28,814331,TEXT,
0,1994-07-28,701856,TEXT,
1,1994-07-28,774214,BAD_URL,
2,1994-07-28,217416,TEXT,
3,1994-07-28,813461,TEXT,
4,1994-07-26,733269,TEXT,
5,1994-07-29,804212,BAD_URL,
6,1994-07-29,819544,BAD_URL,
7,1994-07-29,15393,TEXT,
8,1994-07-29,805730,TEXT,
9,1994-07-29,726958,TEXT,
0,1994-04-27,701856,TEXT,
1,1994-07-28,701856,TEXT,
2,1994-08-01,92344,TEXT,
3,1994-08-01,722079,TEXT,
4,1994-08-01,106640,BAD_URL,
5,1994-07-29,107833,TEXT,
6,1994-07-29,804212,BAD_URL,
7,1994-08-02,724533,TEXT,
8,1994-08-02,7973,BAD_URL,
9,1994-08-02,7974,TEXT,
0,1994-07-08,914168,TEXT,
1,1994-07-08,914167,TEXT,
2,1994-07-08,914169,TEXT,
3,1994-07-08,914171,TEXT,
4,1994-07-08,914172,TEXT,
5,1994-07-08,914173,TEXT,
6,1994-07-08,914166,TEXT,
7,1994-07-08,914177,TEXT,
8,1994-07-08,16918,TEXT,
9,1994-07-08,914160,TEXT,
0,1994-07-27,831964,TEXT,
1,1994-07-27,711054,TEXT,
2,1994-07-27,29905,TEXT,
3,1994-07-14,857067,TEXT,
4,1994-07-27,842635,TEXT,
5,1994-07-22,89439,TEXT,
6,1994-07-15,70538,TEXT,
7,1994-07-27,352510,TEXT,
8,1994-07-25,75608,TEXT,
9,1994-07-27,726957,TEXT,
0,1994-07-29,107833,TEXT,
1,1994-08-01,2488,TEXT,
2,1994-08-01,854884,TEXT,
3,1994-07-26,716823,TEXT,
4,1994-08-01,13006,TEXT,
5,1994-07-29,201461,TEXT,
6,1994-08-01,714154,TEXT,
7,1994-08-01,24454,TEXT,
8,1994-07-26,24545,TEXT,
9,1994-08-01,39263,TEXT,
0,1994-08-02,46738,TEXT,
1,1994-08-02,835582,TEXT,
2,1994-08-01,314733,TEXT,
3,1994-08-02,50725,TEXT,
4,1994-08-01,702808,TEXT,
5,1994-08-02,54476,TEXT,
6,1994-08-02,56873,TEXT,
7,1994-07-29,63276,TEXT,
8,1994-08-02,66029,TEXT,
9,1994-08-02,739790,TEXT,
0,1994-08-01,59558,TEXT,
1,1994-08-03,60251,TEXT,
2,1994-08-03,60731,BAD_URL,
3,1994-08-03,720900,TEXT,
4,1994-08-02,739790,TEXT,
5,1994-08-03,805274,TEXT,
6,1994-08-02,73568,TEXT,
7,1994-07-27,726957,TEXT,
8,1994-08-03,97483,TEXT,
9,1994-08-03,829218,TEXT,
0,1994-08-02,807877,TEXT,
1,1994-08-02,13390,TEXT,
2,1994-08-02,706166,TEXT,
3,1994-08-02,20388,TEXT,
4,1994-07-29,356028,TEXT,
5,1994-08-02,850143,TEXT,
6,1994-08-01,39263,TEXT,
7,1994-07-27,711054,TEXT,
8,1994-07-28,28823,BAD_URL,
9,1994-08-02,31791,TEXT,
0,1994-08-03,95395,TEXT,
1,1994-08-03,278352,BAD_URL,
2,1994-07-19,718449,TEXT,
3,1994-08-03,905894,TEXT,
4,1994-08-03,110430,TEXT,
5,1994-08-03,49573,TEXT,
6,1994-08-04,883702,TEXT,
7,1994-08-03,6201,TEXT,
8,1994-08-04,313857,TEXT,
9,1994-08-04,787977,FAILED,
0,1994-08-04,351979,TEXT,
1,1994-08-04,15511,TEXT,
2,1994-08-04,24491,TEXT,
3,1994-08-04,26999,TEXT,
4,1994-08-04,225300,TEXT,
5,1994-08-04,782842,TEXT,
6,1994-08-02,882135,FAILED,
7,1994-08-04,38009,TEXT,
8,1994-08-04,731336,TEXT,
9,1994-08-04,743239,TEXT,
0,1994-07-12,34136,TEXT,
1,1994-07-14,723371,TEXT,
2,1994-07-12,46601,TEXT,
3,1994-07-12,47518,TEXT,
4,1994-07-15,823883,TEXT,
5,1994-07-15,795266,BAD_URL,
6,1994-07-14,838224,TEXT,
7,1994-07-14,58696,TEXT,
8,1994-07-15,68330,FAILED,
9,1994-07-15,70538,TEXT,
0,1994-07-14,357294,TEXT,
1,1994-07-20,851797,TEXT,
2,1994-07-20,791348,BAD_URL,
3,1994-07-19,68505,TEXT,
4,1994-07-15,35590,TEXT,
5,1994-07-14,94887,TEXT,
6,1994-07-14,790730,TEXT,
7,1994-07-21,313616,TEXT,
8,1994-07-14,30927,TEXT,
9,1994-07-08,34408,BAD_URL,
0,1994-08-04,731336,TEXT,
1,1994-08-05,41077,TEXT,
2,1994-08-05,41850,TEXT,
3,1994-08-05,826619,TEXT,
4,1994-08-02,46738,TEXT,
5,1994-08-05,47580,TEXT,
6,1994-08-02,835582,TEXT,
7,1994-08-04,728535,TEXT,
8,1994-08-05,49648,TEXT,
9,1994-08-05,790929,TEXT,
0,1994-08-04,708481,TEXT,
1,1994-08-01,748714,TEXT,
2,1994-08-03,766456,TEXT,
3,1994-08-03,97483,TEXT,
4,1994-08-04,356226,TEXT,
5,1994-08-04,81025,BAD_URL,
6,1994-08-03,829218,TEXT,
7,1994-08-04,850309,TEXT,
8,1994-08-04,59198,TEXT,
9,1994-08-04,100923,TEXT,
0,1994-07-25,57528,TEXT,
1,1994-08-01,59558,TEXT,
2,1994-08-01,774350,TEXT,
3,1994-08-01,69671,TEXT,
4,1994-07-29,69970,TEXT,
5,1994-07-27,352510,TEXT,
6,1994-08-01,748714,TEXT,
7,1994-07-29,74928,TEXT,
8,1994-08-01,36340,TEXT,
9,1994-07-27,701708,TEXT,
0,1994-08-03,905894,TEXT,
1,1994-08-05,102729,TEXT,
2,1994-08-05,105006,TEXT,
3,1994-08-05,106535,TEXT,
4,1994-07-29,106618,BAD_URL,
5,1994-08-02,110471,TEXT,
6,1994-08-08,319120,TEXT,
7,1994-08-08,715579,TEXT,
8,1994-08-08,801622,TEXT,
9,1994-08-05,3327,BAD_URL,
0,1994-08-01,2488,TEXT,
1,1994-08-05,3327,BAD_URL,
2,1994-08-05,5177,TEXT,
3,1994-08-05,8462,TEXT,
4,1994-08-05,318378,TEXT,
5,1994-08-05,12978,TEXT,
6,1994-08-05,821202,TEXT,
7,1994-08-05,850033,TEXT,
8,1994-08-04,787977,FAILED,
9,1994-07-29,15393,TEXT,
0,1994-08-04,46080,TEXT,
1,1994-08-04,728535,TEXT,
2,1994-08-02,50725,TEXT,
3,1994-08-04,55604,TEXT,
4,1994-08-04,316909,TEXT,
5,1994-08-03,60731,BAD_URL,
6,1994-08-04,860521,TEXT,
7,1994-08-03,720900,TEXT,
8,1994-08-04,909298,TEXT,
9,1994-08-04,72162,TEXT,
0,1994-08-02,35527,TEXT,
1,1994-07-29,37912,TEXT,
2,1994-08-02,882135,FAILED,
3,1994-08-02,856386,TEXT,
4,1994-08-02,860192,TEXT,
5,1994-08-01,40987,TEXT,
6,1994-01-18,43300,TEXT,
7,1994-08-01,43300,TEXT,
8,1994-08-02,45012,TEXT,
9,1994-07-28,766704,TEXT,
0,1994-08-02,73568,TEXT,
1,1994-08-02,77278,TEXT,
2,1994-08-02,79716,TEXT,
3,1994-08-02,86135,TEXT,
4,1994-08-02,88121,TEXT,
5,1994-08-02,89629,TEXT,
6,1994-07-29,317771,BAD_URL,
7,1994-07-26,101788,TEXT,
8,1994-08-02,110471,TEXT,
9,1994-08-03,25598,TEXT,
0,1994-08-03,25600,TEXT,
1,1994-08-03,6201,TEXT,
2,1994-08-03,852807,TEXT,
3,1994-08-03,833320,TEXT,
4,1994-08-03,109758,TEXT,
5,1994-08-01,714154,TEXT,
6,1994-08-03,23432,TEXT,
7,1994-08-03,922591,TEXT,
8,1994-08-03,922592,TEXT,
9,1994-08-03,836400,TEXT,
0,1994-08-03,52491,TEXT,
1,1994-08-05,311099,TEXT,
2,1994-08-05,717867,TEXT,
3,1994-08-05,727742,TEXT,
4,1994-08-05,815917,TEXT,
5,1994-08-03,54056,TEXT,
6,1994-08-04,55604,TEXT,
7,1994-08-05,56047,TEXT,
8,1994-08-05,817134,TEXT,
9,1994-08-05,58091,TEXT,
0,1994-08-05,727737,TEXT,
1,1994-08-05,60026,TEXT,
2,1994-08-05,60860,TEXT,
3,1994-08-05,355878,TEXT,
4,1994-08-05,62142,TEXT,
5,1994-08-04,860521,TEXT,
6,1994-08-05,711039,TEXT,
7,1994-08-05,225615,TEXT,
8,1994-08-05,708819,TEXT,
9,1994-08-05,837579,TEXT,
0,1994-08-03,30841,TEXT,
1,1994-08-02,31791,TEXT,
2,1994-08-03,922589,TEXT,
3,1994-08-02,860192,TEXT,
4,1994-08-03,740763,TEXT,
5,1994-08-03,41499,TEXT,
6,1994-08-03,33798,TEXT,
7,1994-08-03,48305,TEXT,
8,1994-08-03,52491,TEXT,
9,1994-08-03,54056,TEXT,
0,1994-08-03,217028,TEXT,
1,1994-08-03,847903,TEXT,
2,1994-08-03,847903,TEXT,
3,1994-08-03,847903,TEXT,
4,1994-08-03,847903,TEXT,
5,1994-08-02,86135,TEXT,
6,1994-08-03,832428,TEXT,
7,1994-08-03,88034,TEXT,
8,1994-08-02,88121,TEXT,
9,1994-08-02,89629,TEXT,
0,1994-08-05,65632,BAD_URL,
1,1994-08-04,909298,TEXT,
2,1994-08-05,67347,BAD_URL,
3,1994-08-01,69671,TEXT,
4,1994-08-04,708481,TEXT,
5,1994-08-05,800240,TEXT,
6,1994-08-05,73960,TEXT,
7,1994-08-05,74931,TEXT,
8,1994-08-03,766456,TEXT,
9,1994-08-05,93469,TEXT,
0,1994-08-08,825313,TEXT,
1,1994-08-08,775483,TEXT,
2,1994-08-08,829444,TEXT,
3,1994-08-05,318378,TEXT,
4,1994-08-04,313857,TEXT,
5,1994-08-08,9984,TEXT,
6,1994-08-02,807877,TEXT,
7,1994-08-08,12208,TEXT,
8,1994-08-02,13390,TEXT,
9,1994-08-08,720556,TEXT,
0,1994-08-09,18675,TEXT,
1,1994-08-09,854094,FAILED,
2,1994-08-09,764065,TEXT,
3,1994-08-09,22366,BAD_URL,
4,1994-07-14,22764,TEXT,
5,1994-08-03,922591,TEXT,
6,1994-08-03,922592,TEXT,
7,1994-08-09,847322,TEXT,
8,1994-08-09,25757,TEXT,
9,1994-08-09,25885,TEXT,
0,1994-08-08,824206,TEXT,
1,1994-08-09,894405,TEXT,
2,1994-08-09,65984,TEXT,
3,1994-08-09,65984,TEXT,
4,1994-08-09,65984,TEXT,
5,1994-08-09,65984,TEXT,
6,1994-08-09,65984,TEXT,
7,1994-08-09,65984,TEXT,
8,1994-08-09,65984,TEXT,
9,1994-08-09,833890,TEXT,
0,1994-08-04,351979,TEXT,
1,1994-08-04,15511,TEXT,
2,1994-08-05,18000,TEXT,
3,1994-08-05,811532,TEXT,
4,1994-08-05,18647,TEXT,
5,1994-08-01,13006,TEXT,
6,1994-08-05,21510,TEXT,
7,1994-08-05,18934,TEXT,
8,1994-07-27,29905,TEXT,
9,1994-08-05,832320,TEXT,
0,1994-08-09,26058,TEXT,
1,1994-08-09,26172,FAILED,
2,1994-08-09,26780,TEXT,
3,1994-08-09,28385,BAD_URL,
4,1994-08-09,29924,TEXT,
5,1994-08-09,352305,TEXT,
6,1994-08-09,783280,TEXT,
7,1994-08-09,30554,TEXT,
8,1994-08-08,31617,TEXT,
9,1994-08-09,65984,TEXT,
0,1994-08-09,751570,TEXT,
1,1994-08-09,58361,TEXT,
2,1994-08-08,59527,TEXT,
3,1994-08-09,44570,TEXT,
4,1994-08-09,44570,TEXT,
5,1994-08-09,44570,TEXT,
6,1994-08-09,44570,TEXT,
7,1994-08-09,44570,TEXT,
8,1994-08-09,44570,TEXT,
9,1994-08-09,44570,TEXT,
0,1994-08-08,859119,TEXT,
1,1994-08-08,49792,TEXT,
2,1994-08-08,50493,TEXT,
3,1994-08-05,311099,TEXT,
4,1994-08-08,311100,TEXT,
5,1994-08-05,815917,TEXT,
6,1994-08-08,55067,TEXT,
7,1994-08-08,786622,FAILED,
8,1994-08-05,817134,TEXT,
9,1994-08-04,316909,TEXT,
0,1994-08-08,75042,TEXT,
1,1994-08-08,77227,BAD_URL,
2,1994-08-05,93469,TEXT,
3,1994-08-05,230463,TEXT,
4,1994-08-08,86104,TEXT,
5,1994-08-08,732639,TEXT,
6,1994-08-04,850309,TEXT,
7,1994-08-08,860713,TEXT,
8,1994-08-08,92081,TEXT,
9,1994-08-08,745308,TEXT,
0,1994-08-09,351825,TEXT,
1,1994-08-09,740796,TEXT,
2,1994-08-03,922589,TEXT,
3,1994-08-09,39899,TEXT,
4,1994-08-08,833076,TEXT,
5,1994-08-09,41130,FAILED,
6,1994-08-09,883701,TEXT,
7,1994-08-09,43960,TEXT,
8,1994-08-09,7323,TEXT,
9,1994-08-09,7323,TEXT,
0,1994-08-08,716714,TEXT,
1,1994-08-08,720672,TEXT,
2,1994-08-05,724742,TEXT,
3,1994-08-05,100783,TEXT,
4,1994-08-05,102729,TEXT,
5,1994-08-08,716006,TEXT,
6,1994-08-09,766421,TEXT,
7,1994-08-09,722077,TEXT,
8,1994-08-05,5177,TEXT,
9,1994-08-09,5103,TEXT,
0,1994-08-05,355878,TEXT,
1,1994-08-09,62737,TEXT,
2,1994-08-09,799167,TEXT,
3,1994-08-09,722573,TEXT,
4,1994-08-09,822043,TEXT,
5,1994-08-09,63908,TEXT,
6,1994-08-09,67716,TEXT,
7,1994-08-09,64782,TEXT,
8,1994-08-09,789570,TEXT,
9,1994-08-09,66570,TEXT,
0,1994-08-08,317833,TEXT,
1,1994-08-05,18934,TEXT,
2,1994-08-08,215619,TEXT,
3,1994-08-03,836400,TEXT,
4,1994-08-03,30841,TEXT,
5,1994-08-08,31617,TEXT,
6,1994-08-04,225300,TEXT,
7,1994-08-05,808364,TEXT,
8,1994-08-08,37032,TEXT,
9,1994-08-08,40779,TEXT,
0,1994-08-08,71478,TEXT,
1,1994-08-09,66901,TEXT,
2,1994-08-09,66901,TEXT,
3,1994-08-09,66901,TEXT,
4,1994-08-09,66901,TEXT,
5,1994-08-09,66901,TEXT,
6,1994-08-09,66901,TEXT,
7,1994-08-09,66901,TEXT,
8,1994-08-09,72243,TEXT,
9,1994-08-09,73309,TEXT,
0,1994-08-05,230463,TEXT,
1,1994-08-01,36340,TEXT,
2,1994-08-05,355787,TEXT,
3,1994-08-05,720005,BAD_URL,
4,1994-08-03,217028,TEXT,
5,1994-08-03,88034,TEXT,
6,1994-08-05,724742,TEXT,
7,1994-08-01,722079,TEXT,
8,1994-08-05,100783,TEXT,
9,1994-08-05,101679,TEXT,
0,1994-08-09,816951,TEXT,
1,1994-08-09,81061,TEXT,
2,1994-08-09,773652,TEXT,
3,1994-08-09,85627,TEXT,
4,1994-08-09,87949,TEXT,
5,1994-08-09,354952,TEXT,
6,1994-08-09,95301,TEXT,
7,1994-08-09,203077,TEXT,
8,1994-08-09,86291,FAILED,
9,1994-08-08,716714,TEXT,
0,1994-08-09,5907,TEXT,
1,1994-08-08,829444,TEXT,
2,1994-08-09,10427,TEXT,
3,1994-08-09,40454,TEXT,
4,1994-08-09,12927,FAILED,
5,1994-08-05,850033,TEXT,
6,1994-08-09,15840,TEXT,
7,1994-08-09,790051,TEXT,
8,1994-08-05,18000,TEXT,
9,1994-08-09,764764,FAILED,
0,1994-08-10,763657,TEXT,
1,1994-08-10,774557,BAD_URL,
2,1994-08-10,782975,TEXT,
3,1994-08-10,789292,TEXT,
4,1994-08-10,812701,TEXT,
5,1994-08-10,17109,TEXT,
6,1994-08-10,726601,TEXT,
7,1994-08-09,790051,TEXT,
8,1994-08-10,18072,TEXT,
9,1994-08-10,714612,TEXT,
0,1994-08-09,65984,TEXT,
1,1994-08-09,65984,TEXT,
2,1994-08-09,65984,TEXT,
3,1994-08-09,65984,TEXT,
4,1994-08-09,65984,TEXT,
5,1994-08-09,65984,TEXT,
6,1994-08-09,106752,TEXT,
7,1994-08-09,33656,TEXT,
8,1994-08-05,813856,BAD_URL,
9,1994-08-02,35527,TEXT,
0,1994-08-09,60527,TEXT,
1,1994-08-09,60527,TEXT,
2,1994-08-09,60527,TEXT,
3,1994-08-09,60527,TEXT,
4,1994-08-09,60527,TEXT,
5,1994-08-09,60527,TEXT,
6,1994-08-09,60527,TEXT,
7,1994-08-09,80172,TEXT,
8,1994-08-09,71180,TEXT,
9,1994-08-09,71297,TEXT,
0,1994-08-09,50485,TEXT,
1,1994-08-09,53117,TEXT,
2,1994-08-05,717867,TEXT,
3,1994-08-09,54182,TEXT,
4,1994-08-09,54473,TEXT,
5,1994-08-09,54480,TEXT,
6,1994-08-09,55642,TEXT,
7,1994-08-09,205520,TEXT,
8,1994-08-09,785988,TEXT,
9,1994-08-09,721799,TEXT,
0,1994-08-09,202763,TEXT,
1,1994-08-09,71508,TEXT,
2,1994-08-09,71508,TEXT,
3,1994-08-09,71508,TEXT,
4,1994-08-09,71508,TEXT,
5,1994-08-09,71508,TEXT,
6,1994-08-09,71508,TEXT,
7,1994-08-09,71508,TEXT,
8,1994-05-13,830735,TEXT,
9,1994-08-09,806083,BAD_URL,
0,1994-08-08,59527,TEXT,
1,1994-08-05,60860,TEXT,
2,1994-08-08,15615,TEXT,
3,1994-08-01,774350,TEXT,
4,1994-08-08,65350,BAD_URL,
5,1994-08-05,67347,BAD_URL,
6,1994-08-08,69499,TEXT,
7,1994-08-08,70564,TEXT,
8,1994-08-08,745026,TEXT,
9,1994-08-08,73902,TEXT,
0,1994-08-10,201533,TEXT,
1,1994-08-10,201533,TEXT,
2,1994-08-09,25757,TEXT,
3,1994-08-10,25793,TEXT,
4,1994-08-10,26821,TEXT,
5,1994-08-08,215619,TEXT,
6,1994-08-09,352305,TEXT,
7,1994-08-10,30197,TEXT,
8,1994-08-09,783280,TEXT,
9,1994-08-10,30819,TEXT,
0,1994-08-10,48898,TEXT,
1,1994-08-10,225463,TEXT,
2,1994-08-09,832101,TEXT,
3,1994-08-10,789943,BAD_URL,
4,1994-08-10,52485,TEXT,
5,1994-08-08,50493,TEXT,
6,1994-08-10,51720,TEXT,
7,1994-08-10,52988,TEXT,
