,ACCOUNTSPAYABLEANDACCRUEDLIABILITIESCURRENT,ACCOUNTSPAYABLECURRENT,ACCOUNTSPAYABLEOTHERCURRENT,ACCOUNTSPAYABLERELATEDPARTIESCURRENT,ACCOUNTSPAYABLETRADECURRENT,ACCRUEDLIABILITIESCURRENT,BANKOVERDRAFTS,BRIDGELOAN,CAPITALLEASEOBLIGATIONSCURRENT,CAPITALLEASEOBLIGATIONSNONCURRENT,CIK,COMMERCIALPAPER,COMMERCIALPAPERNONCURRENT,CONSTRUCTIONLOAN,CONSTRUCTIONLOANNONCURRENT,CONVERTIBLEDEBTCURRENT,CONVERTIBLEDEBTNONCURRENT,CONVERTIBLELONGTERMNOTESPAYABLE,CONVERTIBLENOTESPAYABLECURRENT,CONVERTIBLESUBORDINATEDDEBTCURRENT,CONVERTIBLESUBORDINATEDDEBTNONCURRENT,DATE,DEBTCURRENT,EXTRACTCODE,FINALLONGTERM,FINALSHORTTERM,JUNIORSUBORDINATEDLONGTERMNOTES,JUNIORSUBORDINATEDNOTESCURRENT,LIABILITIESCURRENT,LIABILITIESNONCURRENT,LIABILITIESOTHERTHANLONGTERMDEBTNONCURRENT,LINESOFCREDITCURRENT,LOANSPAYABLECURRENT,LOANSPAYABLETOBANKCURRENT,LONGTERMCOMMERCIALPAPERCURRENT,LONGTERMCONSTRUCTIONLOANCURRENT,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONS,LONGTERMDEBTANDCAPITALLEASEOBLIGATIONSCURRENT,LONGTERMDEBTCURRENT,LONGTERMDEBTNONCURRENT,LONGTERMLINEOFCREDIT,LONGTERMLOANSFROMBANK,LONGTERMLOANSPAYABLE,LONGTERMNOTESANDLOANS,LONGTERMNOTESPAYABLE,LONGTERMPOLLUTIONCONTROLBOND,LONGTERMPOLLUTIONCONTROLBONDCURRENT,LONGTERMTRANSITIONBOND,LONGTERMTRANSITIONBONDCURRENT,MEDIUMTERMNOTESCURRENT,NAME,NOTESANDLOANSPAYABLECURRENT,NOTESPAYABLECURRENT,NOTESPAYABLETOBANKCURRENT,NOTESPAYABLETOBANKNONCURRENT,OTHERACCRUEDLIABILITIESCURRENT,OTHERLIABILITIESCURRENT,OTHERLOANSPAYABLECURRENT,OTHERLOANSPAYABLELONGTERM,OTHERLONGTERMDEBTCURRENT,OTHERLONGTERMDEBTNONCURRENT,OTHERLONGTERMNOTESPAYABLE,OTHERNOTESPAYABLECURRENT,OTHERSHORTTERMBORROWINGS,SECUREDDEBTCURRENT,SECUREDLONGTERMDEBT,SECURITIESSOLDUNDERAGREEMENTSTOREPURCHASE,SENIORLONGTERMNOTES,SENIORNOTESCURRENT,SHORTTERMBANKLOANSANDNOTESPAYABLE,SHORTTERMBORROWINGS,SHORTTERMNONBANKLOANSANDNOTESPAYABLE,SUBORDINATEDDEBTCURRENT,SUBORDINATEDLONGTERMDEBT,UNSECUREDDEBTCURRENT,UNSECUREDLONGTERMDEBT,WAREHOUSEAGREEMENTBORROWINGS
3,10109.0,,,,,10109.0,,,,,1537048,,,,,,,,,,,2014-07-01,,XBRL,,10109.0,,,10109.0,,,,,,,,,,,,,,,,,,,,,,SKOOKUM SAFETY SOLUTIONS CORP.,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7605000000.0,4235000000.0,,,,3370000000.0,,,,,104207,0.0,,,,,,,,,,2014-07-01,788000000.0,XBRL,3747000000.0,780000000.0,,,8409000000.0,7497000000.0,,,,,,,,8000000.0,8000000.0,3747000000.0,,,,,,,,,,,WALGREEN CO,,,,,,,,,,,,,780000000.0,,,,,,,780000000.0,,,,0.0,,
5,25842000.0,18473000.0,,,,,,,,,10329,,,,,,,,,,,2014-07-02,289000.0,XBRL,2320000.0,289000.0,,,52243000.0,17321000.0,,,,,,,,289000.0,289000.0,2320000.0,,,,,,,,,,,BASSETT FURNITURE INDUSTRIES INC,,,,,7369000.0,,,,,,,,,289000.0,2320000.0,,,,,,,,,,,
6,1763000000.0,627000000.0,,,,1136000000.0,,,,,815097,,,,,,,,,,,2014-07-02,136000000.0,XBRL,7880000000.0,508000000.0,,,7401000000.0,,,,,,,,,1048000000.0,1048000000.0,7880000000.0,,,,,,,,,,,CARNIVAL CORP,,,,,,,,,,,,,,,,,,,,508000000.0,,,,,275000000.0,
7,1763000000.0,627000000.0,,,,1136000000.0,,,,,1125259,,,,,,,,,,,2014-07-02,136000000.0,XBRL,7880000000.0,508000000.0,,,7401000000.0,,,,,,,,,1048000000.0,1048000000.0,7880000000.0,,,,,,,,,,,CARNIVAL PLC,,,,,,,,,,,,,,,,,,,,508000000.0,,,,,275000000.0,
8,42211.0,42211.0,,,,,,,,,1528760,,,,,,,,,,,2014-07-02,9698.0,XBRL,14271.0,9698.0,,,137549.0,,,,,,,,14271.0,,,,,,,,,,,,,,"Exeo Entertainment, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
9,295432.0,,,,,,,,,,727346,,,,,63258.0,,,63258.0,,,2014-07-02,7396014.0,XBRL,,7396014.0,,,7691446.0,,,,,,,,,7396014.0,7396014.0,,,,,,,,,,,,"GLOBAL HEALTHCARE REIT, INC.",7332756.0,7332756.0,,,,,,,,,,7269498.0,,,,,,,,,,,,,,
0,1292419000.0,1292419000.0,,,,,,,,75171000.0,84129,,,,,,,,,,,2014-07-03,49174000.0,XBRL,5632798000.0,49174000.0,,,2507452000.0,,,,,,,,5707969000.0,,,5632798000.0,,,,,,,,,,,RITE AID CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1070000.0,397000.0,,,,631000.0,,,,,91668,,,,,,,,,,,2014-07-03,,XBRL,,1070000.0,,,1143000.0,,,,,,,,,,,,,,,,,,,,,,SOLITRON DEVICES INC,,,,,42000.0,,,,,,,,,,,,,,,,,,,,,
2,52707000.0,15085000.0,,,,37622000.0,,,,23676000.0,868611,,,,,,,,,,,2014-07-03,13628000.0,XBRL,430037000.0,13628000.0,,,71937000.0,511885000.0,,,,,,,,13628000.0,,430037000.0,,,,,,,,,,,SONIC CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27985.0,,,,,38852.0,,,,,1571759,,,,,,,,,,,2014-07-07,,XBRL,,27985.0,,,74985.0,,,,,,,,,,,,,,,,,,,,,,"Clutterbug Move Management, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
4,1888.0,,,,,,,,,,1566610,,,,,,,,,,,2014-07-07,,XBRL,,1888.0,,,1888.0,,,,,,,,,,,,,,,,,,,,,,"Global System Designs, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,1103384,,,,,,,,,,,2014-07-08,,XBRL,,890296.0,,,890296.0,,,,,,,,,,,,,,,,,,,,,,All Energy Corp,,,,,,,,,,,,,,,,,,,,,,,,,,
6,592413000.0,433115000.0,,,,159298000.0,,,,,1170010,,,,,,,,,,,2014-07-08,276171000.0,XBRL,7688765000.0,1242000.0,,,962158000.0,,,,,,,,7688765000.0,274929000.0,,,,,,,,,,,,,CARMAX INC,,,,,,,,,,,,,,,,,,,1242000.0,1242000.0,,,,,,
7,16806.0,,,,16806.0,,,,,,1172706,,,,,,,,,,,2014-07-08,,XBRL,1224060.0,16806.0,,,37066.0,,,,,,,,,,,1224060.0,,,,,,,,,,,INVISA INC,,,,,,,,,,,,,,,,,,,,,,,,,,
8,299824000.0,59316000.0,240508000.0,,,,,,,,1326396,,,,,,,,,,,2014-07-08,793000000.0,XBRL,,793000000.0,,,885705000.0,,,,,,,,,,,,,,,,,,,,,,"Keyuan Petrochemicals, Inc.",,,,,,,,,,,,,,,,,,,552206000.0,793000000.0,,,,,,
9,450288000.0,239087000.0,,,,,,,,10533000.0,94845,,,,,,,,,,,2014-07-08,137927000.0,XBRL,1303412000.0,137927000.0,,,819187000.0,,,,,,,,,,,1303412000.0,,,,,,,,,,,LEVI STRAUSS & CO,,,,,211201000.0,,,,,,,,,,,,,,,137927000.0,,,,,,
0,356541.0,,,,,,,,,,923120,,,,,,,,,,,2014-07-02,,HTML,,356541.0,,,356541.0,,,,,,,,,,,,,,,,,,,,,,GREENBRIER COMPANIES INC,,,,,62104.0,,,,,,,,,,,,,,,,,,,,,
1,97397.0,,,,,,,,,,1514324,,,,,,,,,,,2014-07-02,,HTML,682736.0,97397.0,,,682736.0,682736.0,,,,,,,,,,,,,,,,,,,,,"Monarchy Resources, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,1060755,,,,,,,,,,,2014-07-02,,HTML,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,RIDGEWOOD ELECTRIC POWER TRUST V,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1057076,,,,,,,,,,,2014-07-02,,HTML,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,RIDGEWOOD POWER GROWTH FUND /NJ,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1425.0,,,,,1425.0,,,,,1514113,,,,,,,,,,,2014-07-02,,XBRL,,1425.0,,,170654.0,,,,,,,,,,,,,,,,,,,,,,"Unique Underwriters, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
5,48747.0,48747.0,,,,,,,,,1558009,,,,,,,,,,,2014-07-03,,XBRL,,48747.0,,,68597.0,,,,,,,,,,,,,,,,,,,,,,"Be At TV, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
6,2380661.0,1160024.0,,,,1220637.0,,,,,862692,,,,,,,,,,,2014-07-03,,XBRL,2300000.0,2380661.0,,,8785795.0,,,,,,,,,,,2300000.0,,,,,,,,,,,CRYO CELL INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,
7,43383000.0,43383000.0,,,,,,,,,51548,,,,,,,,,,,2014-07-03,3012000.0,XBRL,271154000.0,3012000.0,,,158713000.0,,,,,,,,,3012000.0,3012000.0,271154000.0,,,,,,,,,,,INTERNATIONAL SPEEDWAY CORP,,,,,,29636000.0,,,,,,,,,,,,,,,,,,,,
8,316257000.0,316257000.0,,,,,,,,,920760,,,,,,,,,,,2014-07-03,,XBRL,,316257000.0,,,316257000.0,,,,,,,,,,,,,,,,,,,,,,LENNAR CORP /NEW/,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2828000000.0,,217000000.0,703000000.0,1348000000.0,,,,,,723125,,,,,,,,,,,2014-07-03,1508000000.0,XBRL,4137000000.0,1508000000.0,,,4760000000.0,15000000.0,,,,,,,4137000000.0,,,,,,,,,,,,,,MICRON TECHNOLOGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1250.0,,,,,1250.0,,,,,1548953,,,,,,,,,,,2014-07-08,,XBRL,,1250.0,,,1250.0,,,,,,,,,,,,,,,,,,,,,,Modern PVC Inc,,,,,,,,,,,,,,,,,,,,,,,,,,
1,36723000.0,22554000.0,,,,9073000.0,6088000.0,,,,739608,,,,,,,,,,,2014-07-08,2170000.0,XBRL,77163000.0,1992000.0,,,39885000.0,,,,,,,,77163000.0,178000.0,,,,,,,,,,,,,PENFORD CORP,,,,,5096000.0,,,,,,,,,,,,,,,1992000.0,,,,,,
2,32416000.0,8906000.0,,,,,,,,,876167,,,,,,,,,,,2014-07-08,,XBRL,,32416000.0,,,150159000.0,,,,,,,,,,,,,,,,,,,,,,PROGRESS SOFTWARE CORP /MA,,,,,23510000.0,,,,,,,,,,,,,,,,,,,,,
3,177356.0,177356.0,,,,,,,,,1023459,,,,,,,,,,,2014-07-08,,XBRL,,177356.0,,,1621350.0,,,,,,,,,,,,,,,,,,,,,,SIMULATIONS PLUS INC,,,,,,19859.0,,,,,,,,,,,,,,,,,,,,
4,1825567000.0,1481805000.0,,,,343762000.0,,,,,1177394,,,,,,,,,,,2014-07-08,697417000.0,XBRL,278932000.0,697417000.0,,,2549223000.0,,,9825000.0,,,,,,9825000.0,9825000.0,278932000.0,,,,,,,,,,,SYNNEX CORP,,,,,,,,,,278932000.0,,,,,,,,,,,,,,,,
5,168997000.0,168997000.0,,,,,,,,,6955,,,,,,,,,,,2014-07-09,3375000.0,XBRL,386625000.0,3375000.0,,,294551000.0,,,,,,,,,3375000.0,3375000.0,386625000.0,,,,,,,,,,,ACTUANT CORP,,,,,,62187000.0,,,,,,,,,,,,,,,,,,,,
6,23806000.0,13197000.0,,,,6593000.0,,,,,1081078,,,,,,,,,,,2014-07-09,8451000.0,XBRL,149359000.0,8451000.0,,,35980000.0,,,,,,,,123298000.0,8451000.0,,149359000.0,,,125014000.0,125014000.0,,,,,,,API Technologies Corp.,,,,,,,,,,,,,,,24345000.0,,,,,,,,,,,
7,79120.0,62520.0,,16600.0,,,,,,,1462566,,,,,,,,,,,2014-07-09,,XBRL,,79120.0,,,147903.0,,,,,,,,,,,,,,,,,,,,,,"Biolog, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,
8,82726.0,65326.0,,17400.0,,,,,,,1462566,,,,,,,,,,,2014-07-09,,XBRL,,82726.0,,,152691.0,,,,,,,,,,,,,,,,,,,,,,"Biolog, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,
9,88033.0,69833.0,,18200.0,,,,,,,1462566,,,,,,,,,,,2014-07-09,,XBRL,,88033.0,,,159193.0,,,,,,,,,,,,,,,,,,,,,,"Biolog, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,
0,2640.0,,,,,,,,,,1565383,,,,,,,,,,,2014-07-09,425.0,XBRL,,425.0,,,3065.0,,,,,,,,,,,,,,,,,,,,,,Lollipop Corp,,,,,,,,,,,,,425.0,,,,,,,425.0,,,,,,
1,311395.0,287395.0,,24000.0,,,,,,,1096296,,,,,,,,,,,2014-07-09,,HTML,1404446.0,311395.0,,,1404446.0,1404446.0,,,,,,,,,,,,,,,,,,,,,MINERALRITE Corp,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1853000.0,,,,,,,,,,1173420,,,,,,,,,,,2014-07-09,,XBRL,74174000.0,1853000.0,,,17033000.0,,,,,,,,,,,74174000.0,,,,,,,,,,,NOVAGOLD RESOURCES INC,,,,,,813000.0,,,,,,,,,,,,,,,,,,,,
3,4533899.0,,,,,,,,,,1415998,,,,,,,,,,,2014-07-09,,HTML,17914903.0,4533899.0,,,9242438.0,17914903.0,,,,,,,,,,,,,,,,,,,,,National Automation Services Inc,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1510000.0,,,,27000.0,626000.0,,,,,1543418,,,,,,,,,,,2014-07-09,,XBRL,,1510000.0,,,1510000.0,,,,,,,,,,,,,,,,,,,,,,NovaCopper Inc.,,,,,83000.0,,,,,,,,,,,,,,,,,,,,,
5,789967.0,191465.0,,,,598502.0,,,,,1460602,,,,,,,,,,,2014-07-09,0.0,XBRL,561567.0,0.0,,,1179218.0,561567.0,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,Orgenesis Inc.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,236896000.0,133476000.0,,,,,,,,,278130,,,,,,,,,,,2014-07-09,1500000.0,XBRL,206026000.0,1500000.0,,,305962000.0,,,,,,,,,1500000.0,1500000.0,206026000.0,,,,,,,,,,,PIER 1 IMPORTS INC/DE,,,,,103420000.0,,,,,,,,,,,,,,,,,,,,,
7,185910000.0,,,,,,,,,,1087423,,,,,,,,,,,2014-07-09,,XBRL,,185910000.0,,,1135114000.0,,,,,,,,,,,,,,,,,,,,,,RED HAT INC,,,,,,1851000.0,,,,,,,,,,,,,,,,,,,,
8,47033000.0,47033000.0,,,,,,,,,6845,,,,,,,,,,,2014-07-10,52000.0,XBRL,20659000.0,52000.0,,,129060000.0,,,,,,,,,52000.0,52000.0,20659000.0,,,,,,,,,,,"APOGEE ENTERPRISES, INC.",,,,,,31217000.0,,,,,,,,,,,,,,,,,,,,
9,931424.0,499739.0,,,,431685.0,,,,,320174,,,,,,,,,,,2014-07-10,57852.0,XBRL,,57852.0,,,1541973.0,,,,,,,,,57852.0,57852.0,,,,,,,,,,,,BSD MEDICAL CORP,57852.0,57852.0,,,,,,,,,,,,,,,,,,,,,,,,
0,74886.0,,,20500.0,,,,,,,1462566,,,,,,,,,,,2014-07-09,,XBRL,,74886.0,,,174320.0,,,,,,,,,,,,,,,,,,,,,,"Biolog, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,1407704,,,,,,,,,,,2014-07-09,,XBRL,,246850.0,,,246850.0,,,,,,,,,,,,,,,,,,,,,,CALA ENERGY CORP.,,,,,,246850.0,,,,,,,,,,,,,,,,,,,,
2,2687497000.0,2217916000.0,,,,469581000.0,181333000.0,,,,823277,,,,,,,,,,,2014-07-09,1467632000.0,XBRL,1310892000.0,1311152000.0,,,6146812000.0,,,,,,,,,156480000.0,156480000.0,1310892000.0,,,,,,,,,,,CHS INC,,,,,,,,,,,,,,,,,,,1129819000.0,1311152000.0,,,,,,
3,46400.0,,,,,,0.0,,,,1343254,,,,,0.0,,,,,,2014-07-09,0.0,XBRL,,0.0,,,111056.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,Dominovas Energy Corp,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
4,14107000.0,,,,,,,,,,783005,,,,,,,,,,,2014-07-09,4649000.0,XBRL,117830000.0,4649000.0,,,49945000.0,69235000.0,,,,,,,,12649000.0,12649000.0,117830000.0,,,,,,,,,,,EMMIS COMMUNICATIONS CORP,,,,,,3950000.0,,,,,,,,,,,,,,,,,,,,
5,26700.0,102204.0,,,,143221.0,,,,,1449447,,,,,101000.0,,,0.0,,,2014-07-09,484043.0,XBRL,700000.0,484043.0,,,637468.0,,,,5700.0,,,,,484043.0,484043.0,700000.0,700000.0,,,,,,,,,,"ENTEST BIOMEDICAL, INC.",383043.0,384043.0,,,,,,,,,,,,,,,,,,,,,,,,
6,11400000.0,94500000.0,,,,,,,,,40888,,,,,,,143000000.0,200000.0,,,2014-07-09,4200000.0,XBRL,778800000.0,4200000.0,,,431100000.0,1293500000.0,,,,,,,,4200000.0,4200000.0,778800000.0,,,,143000000.0,143000000.0,,,,,,GENCORP INC,200000.0,200000.0,,,,178700000.0,,,,79500000.0,,,,,,,,,,,,,460000000.0,,,
7,12300000.0,,,12300000.0,,,,,,,1084580,,,,,,,,,,,2014-07-09,12000000.0,XBRL,,12000000.0,,,24300000.0,,,,,,,,,,,,,,,,,,,,,,Jefferies Group LLC,,,,,,,,,,,,,,,,,,,,12000000.0,,,,,,
8,1854.0,154170.0,,,,,,,,,795266,,,,,,,,,,,2014-07-09,,HTML,1854.0,1854.0,,,1854.0,1854.0,,,,,,,,,,,,,,,,,,,,,KB HOME,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,1422059,,,,,,,,,,,2014-07-09,,XBRL,,91572.0,,,91572.0,,,,,,,,,,,,,,,,,,,,,,"Lans Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
0,592281.0,,,,,,,,9468.0,,1538333,,,,,,,,,,,2014-07-10,909468.0,XBRL,436362.0,909468.0,,,2104210.0,436362.0,,,,,,,,909468.0,900000.0,,,,,,,,,,,,Boreal Water Collection Inc.,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,
1,679000.0,12416000.0,,,,5171000.0,,,,,830524,,,,,,,,,,,2014-07-10,5600000.0,XBRL,58800000.0,5600000.0,,,32394000.0,,,,,,,,,5600000.0,5600000.0,58800000.0,,,,,,,,,,,CHASE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,
2,488200000.0,345700000.0,,,,,,,,,16918,,,,,,,,,,,2014-07-10,614400000.0,XBRL,6345600000.0,614400000.0,,,2254700000.0,,,,,,,,,614400000.0,614400000.0,6345600000.0,,,,2767800000.0,2767800000.0,,,,,,"CONSTELLATION BRANDS, INC.",332200000.0,332200000.0,235200000.0,0.0,142500000.0,1031900000.0,,,17800000.0,29800000.0,,,,,,,2767800000.0,97000000.0,,,,,,499600000.0,3548000000.0,
3,3943000.0,1080000.0,,,,,,,,,767884,,,,,,,,,,,2014-07-10,92000.0,XBRL,31000.0,92000.0,,,4176000.0,,,,,,,,,92000.0,92000.0,31000.0,,,,,,,,,,,"Ceres, Inc.",,,,,,141000.0,,,,,,,,,,,,,,,,,,,,
4,11322000.0,,,,4078000.0,1310000.0,,,1643000.0,1101000.0,1540400,,,,,,,,,,,2014-07-10,2975000.0,XBRL,1271000.0,2975000.0,,,58895000.0,,,,,,,,2372000.0,2975000.0,1332000.0,1271000.0,,,,1271000.0,1271000.0,,,,,,E2open Inc,1332000.0,1332000.0,,,,,,,,,,,,,,,,,,,,,,,,
5,27295000.0,,,,,,,,,,1013237,,,,,,,,,,,2014-07-10,,XBRL,,27295000.0,,,119197000.0,,,,,,,,,,,,,,,,,,,,,,FACTSET RESEARCH SYSTEMS INC,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1004078000.0,676079000.0,,,,327999000.0,,,,,34408,,,,,,,,,,,2014-07-10,292200000.0,XBRL,484188000.0,292200000.0,,,1301275000.0,,,276000000.0,,,,,,292200000.0,292200000.0,484188000.0,,,,484188000.0,484188000.0,,,,,,FAMILY DOLLAR STORES INC,16200000.0,16200000.0,,,,,,,,,,,,,,,484188000.0,16200000.0,,,,,,,,
7,27797000.0,6980000.0,,,,20817000.0,,,,,886206,,,,,,,,,,,2014-07-10,1257000.0,XBRL,26420000.0,1257000.0,,,31581000.0,,,2527000.0,,,,,,1257000.0,1257000.0,26420000.0,,,,,,,,,,,FRANKLIN COVEY CO,,,,,,,,,,26420000.0,,,,,,,,,,,,,,,,
8,4620.0,,,,,,,,,,1037390,,,,,,,,,,,2014-07-10,,HTML,84302.0,4620.0,,,4620.0,84302.0,,,,,,,,,,,,,,,,,,,,,GRIFFIN LAND & NURSERIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,
